"","Event.Date","State","Latitude","Longitude","Injury.Severity","Aircraft.Damage","Amateur.Built","Purpose.of.Flight"
"408",2017-10-01," RI "," 41.167500 "," -71.585000 "," Non-Fatal "," Destroyed "," No "," Personal "
"409",2017-10-01," MI "," 43.623889 "," -84.470556 "," Fatal"," Substantial "," No "," Personal "
"410",2017-09-30," IL "," 42.154444 "," -88.516667 "," Non-Fatal "," Substantial "," No "," Personal "
"413",2017-09-29," WA "," 47.761111 "," -122.936389 "," Fatal"," Destroyed "," No "," Instructional "
"414",2017-09-29," TX "," 32.116945 "," -97.139722 "," Non-Fatal "," Substantial "," Yes "," Personal "
"415",2017-09-28," AR "," 33.450000 "," -93.996389 "," Non-Fatal "," Substantial "," No "," Personal "
"416",2017-09-28," WA "," 48.470556 "," -122.421667 "," Non-Fatal "," Substantial "," No "," Personal "
"417",2017-09-28," SC "," 33.456944 "," -80.863333 "," Non-Fatal "," Destroyed "," No "," Personal "
"420",2017-09-28," FL "," 29.000000 "," -81.000000 "," Non-Fatal "," Substantial "," Yes "," Personal "
"421",2017-09-28," FL "," 28.907778 "," -81.636389 "," Fatal"," Destroyed "," Yes "," Personal "
"423",2017-09-27," MT "," 48.310556 "," -114.256111 "," Non-Fatal "," Substantial "," No "," Personal "
"424",2017-09-27," CA "," 33.871945 "," -117.979723 "," Non-Fatal "," Substantial "," No "," Instructional "
"425",2017-09-27," AL "," 33.311667 "," -86.926111 "," Non-Fatal "," Substantial "," No "," Instructional "
"426",2017-09-27," NY "," 42.798611 "," -77.842500 "," Non-Fatal "," Substantial "," No "," Personal "
"427",2017-09-27," OH "," 40.164722 "," -84.308333 "," Non-Fatal "," Substantial "," No "," Personal "
"428",2017-09-26," CA "," 34.259444 "," -118.413333 "," Non-Fatal "," Substantial "," No "," Personal "
"429",2017-09-26," AK "," 62.070000 "," -160.563611 "," Non-Fatal "," Substantial "," No "," Personal "
"430",2017-09-26," CA "," 32.570834 "," -116.964167 "," Non-Fatal "," Substantial "," No "," Personal "
"431",2017-09-26," MA "," 42.570000 "," -72.288611 "," Non-Fatal "," Substantial "," Yes "," Personal "
"433",2017-09-26," GA "," 33.990000 "," -83.676945 "," Non-Fatal "," Substantial "," No "," Personal "
"435",2017-09-25," GU "," 13.477778 "," 144.777500 "," Non-Fatal "," Substantial "," No "," Personal "
"436",2017-09-25," AK "," 61.176945 "," -151.152778 "," Non-Fatal "," Substantial "," No "," Personal "
"437",2017-09-25," FL "," 28.120834 "," -82.594166 "," Non-Fatal "," Substantial "," Yes "," Personal "
"438",2017-09-25," TX "," 32.406389 "," 97.387777 "," Fatal"," Destroyed "," Yes "," Personal "
"439",2017-09-24," NJ "," 39.470000 "," -75.271945 "," Non-Fatal "," Substantial "," No "," Personal "
"440",2017-09-24," CA "," 34.426111 "," -119.841389 "," Non-Fatal "," Substantial "," No "," Instructional "
"441",2017-09-24," SC "," 34.417500 "," -79.931389 "," Non-Fatal "," Substantial "," Yes "," Personal "
"442",2017-09-24," PA "," 40.143333 "," -75.244444 "," Non-Fatal "," Substantial "," Yes "," Personal "
"443",2017-09-24," TX "," 29.984722 "," -95.931111 "," Non-Fatal "," Substantial "," Yes "," Personal "
"444",2017-09-24," AR "," 33.453611 "," -92.758056 "," Fatal"," Destroyed "," No "," Personal "
"445",2017-09-23," CA "," 32.826111 "," -116.972500 "," Non-Fatal "," Substantial "," No "," Personal "
"446",2017-09-23," FL "," 27.977223 "," -82.759167 "," Non-Fatal "," Substantial "," No "," Personal "
"447",2017-09-23," FL "," 27.977223 "," -82.759167 "," Non-Fatal "," Substantial "," No "," Personal "
"448",2017-09-23," NE "," 42.536944 "," -99.959167 "," Fatal"," Destroyed "," No "," Personal "
"449",2017-09-23," MN "," 48.064722 "," -96.256944 "," Fatal"," Destroyed "," No "," Personal "
"450",2017-09-22," CA "," 34.174445 "," -118.293055 "," Non-Fatal "," Substantial "," No "," Personal "
"451",2017-09-22," AZ "," 34.891666 "," -112.145833 "," Fatal"," Destroyed "," No "," Personal "
"452",2017-09-22," CA "," 33.970000 "," -117.619723 "," Non-Fatal "," Substantial "," No "," Instructional "
"453",2017-09-22," CT "," 41.371667 "," -73.482223 "," Non-Fatal "," Substantial "," No "," Personal "
"454",2017-09-21," NC "," 34.991111 "," -78.881945 "," Non-Fatal "," Substantial "," Yes "," Personal "
"455",2017-09-21," NY "," 43.725278 "," -74.976111 "," Non-Fatal "," Substantial "," Yes "," Personal "
"456",2017-09-21," PA "," 41.377778 "," -79.860278 "," Non-Fatal "," Substantial "," Yes "," Personal "
"457",2017-09-21," NM "," 35.145555 "," -106.800556 "," Non-Fatal "," Substantial "," No "," Personal "
"461",2017-09-20," CA "," 33.819723 "," -118.151389 "," Non-Fatal "," Substantial "," No "," Instructional "
"462",2017-09-20," CA "," 38.512500 "," -121.493333 "," Non-Fatal "," Substantial "," No "," Personal "
"463",2017-09-20," NC "," 35.704167 "," -79.504167 "," Non-Fatal "," Substantial "," No "," Personal "
"464",2017-09-20," UT "," 37.041666 "," -113.507500 "," Non-Fatal "," Substantial "," No "," Personal "
"465",2017-09-20," GA "," 31.520000 "," -83.800000 "," Fatal"," Substantial "," No "," Personal "
"471",2017-09-17," CA "," 32.822223 "," -116.970278 "," Non-Fatal "," Substantial "," No "," Personal "
"473",2017-09-17," OH "," 39.932778 "," -83.461944 "," Non-Fatal "," Substantial "," No "," Instructional "
"475",2017-09-16," TN "," 36.374167 "," -86.408333 "," Non-Fatal "," Substantial "," No "," Instructional "
"476",2017-09-16," OR "," 45.698055 "," -123.929723 "," Non-Fatal "," Substantial "," Yes "," Personal "
"477",2017-09-16," AK "," 62.276111 "," -150.980000 "," Non-Fatal "," Substantial "," No "," Personal "
"478",2017-09-16," FL "," 24.725556 "," -81.228889 "," Non-Fatal "," Substantial "," No "," Personal "
"479",2017-09-16," PA "," 40.523611 "," -80.406389 "," Non-Fatal "," Substantial "," No "," Personal "
"480",2017-09-16," CT "," 41.361389 "," -72.744444 "," Fatal"," Substantial "," No "," Personal "
"481",2017-09-16," IN "," 41.345833 "," -86.291944 "," Non-Fatal "," Substantial "," Yes "," Personal "
"482",2017-09-16," NM ","  ","  "," Fatal"," Substantial "," No "," Business "
"483",2017-09-15," CA "," 36.935833 "," -121.790555 "," Non-Fatal "," Substantial "," No "," Personal "
"484",2017-09-15," VA "," 37.378056 "," -79.122223 "," Non-Fatal "," Substantial "," No "," Personal "
"486",2017-09-15," NY "," 41.284444 "," -74.144722 "," Non-Fatal "," Substantial "," Yes "," Personal "
"487",2017-09-15," CT "," 41.494444 "," -73.450556 "," Non-Fatal "," Substantial "," No "," Personal "
"490",2017-09-15," OK "," 34.871945 "," -95.787777 "," Non-Fatal "," Substantial "," No "," Personal "
"491",2017-09-15," CO "," 39.410000 "," -107.210000 "," Fatal"," Destroyed "," No "," Personal "
"492",2017-09-14," NC "," 32.446666 "," -93.825556 "," Non-Fatal "," Substantial "," No "," Personal "
"493",2017-09-14," ME "," 44.703056 "," -67.478611 "," Non-Fatal "," Substantial "," No "," Instructional "
"494",2017-09-13," AK "," 62.380556 "," -151.908611 "," Non-Fatal "," Substantial "," No "," Personal "
"495",2017-09-13," MA "," 41.250833 "," -70.067500 "," Non-Fatal "," Substantial "," No "," Personal "
"499",2017-09-13," CO "," 39.224723 "," -104.640000 "," Non-Fatal "," Substantial "," Yes "," Personal "
"500",2017-09-13," MO "," 39.123056 "," -92.118056 "," Non-Fatal "," Substantial "," No "," Personal "
"501",2017-09-12," UT "," 41.190555 "," -112.007778 "," Non-Fatal "," Substantial "," No "," Personal "
"502",2017-09-12," NV "," 39.406389 "," -119.240833 "," Non-Fatal "," Substantial "," No "," Instructional "
"503",2017-09-12," KS "," 37.908889 "," -99.403056 "," Non-Fatal "," Substantial "," No "," Personal "
"509",2017-09-12," IN "," 41.708333 "," -86.317223 "," Non-Fatal "," Substantial "," No "," Personal "
"510",2017-09-11," CA "," 34.607500 "," -120.075278 "," Non-Fatal "," Substantial "," No "," Personal "
"511",2017-09-11," MO "," 38.610833 "," -94.343611 "," Non-Fatal "," Substantial "," No "," Personal "
"512",2017-09-11," CT "," 41.688889 "," -72.867223 "," Non-Fatal "," Substantial "," No "," Personal "
"515",2017-09-11," IN "," 41.519723 "," 87.399444 "," Non-Fatal "," Substantial "," No "," Instructional "
"516",2017-09-10," ID "," 48.518611 "," -116.822223 "," Non-Fatal "," Substantial "," No "," Personal "
"518",2017-09-10," TX "," 30.227223 "," -98.670000 "," Fatal"," Substantial "," Yes "," Personal "
"519",2017-09-09," CA "," 38.066111 "," -122.141389 "," Fatal"," Substantial "," No "," Personal "
"521",2017-09-09," CO "," 39.909444 "," -105.119723 "," Non-Fatal "," Substantial "," No "," Personal "
"523",2017-09-09," TX "," 33.176389 "," -96.589166 "," Non-Fatal "," Substantial "," No "," Business "
"524",2017-09-09," WI "," 43.021945 "," -91.124445 "," Non-Fatal "," Substantial "," No "," Personal "
"525",2017-09-09," NM "," 35.165278 "," -108.458889 "," Non-Fatal "," Substantial "," Yes "," Personal "
"526",2017-09-08," NJ "," 39.934166 "," -74.807222 "," Fatal"," Substantial "," No "," Personal "
"528",2017-09-07," CA "," 37.936944 "," -122.726389 "," Fatal"," Substantial "," No "," Personal "
"529",2017-09-07," WI "," 44.022223 "," -89.098333 "," Non-Fatal "," Substantial "," No "," Personal "
"530",2017-09-06," NY "," 42.493889 "," -79.271111 "," Non-Fatal "," Substantial "," Yes "," Personal "
"531",2017-09-06," MT "," 47.640000 "," -111.966389 "," Non-Fatal "," Destroyed "," No "," Personal "
"533",2017-09-06," TX "," 33.397777 "," -96.484722 "," Non-Fatal "," Substantial "," No "," Personal "
"538",2017-09-05," MS "," 32.175000 "," -90.482500 "," Non-Fatal "," Substantial "," Yes "," Personal "
"539",2017-09-05," WV "," 39.461667 "," -80.958333 "," Fatal"," Destroyed "," No "," Personal "
"542",2017-09-04," CA "," 34.338889 "," -119.056111 "," Non-Fatal "," Substantial "," No "," Personal "
"543",2017-09-04," MO "," 37.468056 "," -93.930278 "," Non-Fatal "," Substantial "," No "," Personal "
"544",2017-09-04," AK "," 67.874445 "," -156.931667 "," Non-Fatal "," Substantial "," No "," Personal "
"545",2017-09-04," UT "," 37.010556 "," -112.531389 "," Non-Fatal "," Substantial "," Yes "," Personal "
"546",2017-09-04," AK "," 57.780834 "," -152.391389 "," Non-Fatal "," Substantial "," No "," Business "
"547",2017-09-03," WI "," 43.985277 "," -88.576667 "," Non-Fatal "," Substantial "," No "," Instructional "
"551",2017-09-03," FL "," 28.341666 "," -80.685555 "," Non-Fatal "," Substantial "," No "," Personal "
"553",2017-09-03," IL "," 39.744166 "," -88.919445 "," Non-Fatal "," Substantial "," No "," Personal "
"554",2017-09-02," ID "," 44.411111 "," -115.677500 "," Fatal"," Destroyed "," Yes "," Personal "
"555",2017-09-02," RI "," 41.533056 "," -71.279723 "," Non-Fatal "," Substantial "," No "," Instructional "
"556",2017-09-02," AL "," 31.455833 "," -86.098333 "," Non-Fatal "," Substantial "," Yes "," Personal "
"557",2017-09-02," WY "," 42.702500 "," -110.942777 "," Non-Fatal "," Substantial "," Yes "," Personal "
"558",2017-09-02," AZ "," 33.429723 "," -112.369445 "," Non-Fatal "," Substantial "," No "," Instructional "
"559",2017-09-02," NV "," 40.896666 "," -117.805833 "," Non-Fatal "," Substantial "," No "," Personal "
"560",2017-09-02," VT "," 44.569167 "," -72.018056 "," Non-Fatal "," Substantial "," No "," Personal "
"562",2017-09-02," TX "," 30.791666 "," -98.232778 "," Non-Fatal "," Substantial "," No "," Business "
"564",2017-09-01," ME "," 43.820000 "," -69.920000 "," Non-Fatal "," Substantial "," No "," Personal "
"565",2017-09-01," FL "," 27.000000 "," -82.000000 "," Non-Fatal "," Substantial "," Yes "," Personal "
"567",2017-09-01," CO "," 39.908889 "," -105.117223 "," Non-Fatal "," Substantial "," No "," Instructional "
"568",2017-08-31," IN "," 39.930000 "," -86.040277 "," Fatal"," Destroyed "," Yes "," Personal "
"569",2017-08-30," NV "," 40.462778 "," -119.366667 "," Non-Fatal "," Substantial "," No "," Personal "
"570",2017-08-30," NY "," 41.511944 "," -74.263611 "," Non-Fatal "," Substantial "," Yes "," Personal "
"572",2017-08-30," AK "," 61.568056 "," -149.552222 "," Non-Fatal "," Substantial "," No "," Instructional "
"573",2017-08-30," SD "," 44.734444 "," -103.861944 "," Non-Fatal "," Substantial "," No "," Instructional "
"574",2017-08-29," AZ "," 34.571111 "," -114.358333 "," Non-Fatal "," Substantial "," No "," Personal "
"575",2017-08-29," CA "," 38.512500 "," -121.496389 "," Non-Fatal "," Substantial "," No "," Instructional "
"576",2017-08-29," TN "," 36.584722 "," -86.477500 "," Fatal"," Substantial "," No "," Personal "
"578",2017-08-28," AL "," 34.860000 "," -86.757500 "," Non-Fatal "," Substantial "," No "," Personal "
"580",2017-08-28," IL "," 37.673056 "," -89.259167 "," Non-Fatal "," Substantial "," No "," Personal "
"581",2017-08-28," MI "," 44.950000 "," -84.621389 "," Non-Fatal "," Substantial "," No "," Personal "
"583",2017-08-27," CA "," 40.558611 "," -124.148889 "," Non-Fatal "," Substantial "," No "," Personal "
"584",2017-08-27," VT "," 43.343611 "," -72.517223 "," Non-Fatal "," Substantial "," No "," Personal "
"589",2017-08-27," KY "," 37.884166 "," -84.608056 "," Fatal"," Substantial "," Yes "," Personal "
"590",2017-08-26," WA "," 45.831945 "," -120.845277 "," Non-Fatal "," Substantial "," Yes "," Personal "
"591",2017-08-26," CA "," 40.508889 "," -122.293333 "," Non-Fatal "," Substantial "," No "," Personal "
"594",2017-08-25," CA "," 38.723889 "," -121.070278 "," Non-Fatal "," Substantial "," No "," Personal "
"600",2017-08-24," WA "," 47.490833 "," -122.764167 "," Non-Fatal "," Substantial "," No "," Instructional "
"607",2017-07-18," SC "," 34.915833 "," -81.956389 "," Non-Fatal "," Substantial "," Yes "," Personal "
"612",2017-07-17," AZ "," 33.469167 "," -111.713056 "," Fatal"," Substantial "," Yes "," Business "
"613",2017-07-17," WI "," 43.211944 "," -90.179723 "," Non-Fatal "," Substantial "," No "," Personal "
"614",2017-07-17," KS "," 39.367500 "," -94.914444 "," Non-Fatal "," Substantial "," No "," Personal "
"615",2017-07-17," ND "," 47.345000 "," -102.621667 "," Non-Fatal "," Substantial "," Yes "," Personal "
"616",2017-07-16," VA "," 36.700278 "," -76.902222 "," Non-Fatal "," Substantial "," No "," Personal "
"617",2017-07-16," TX "," 30.219723 "," -96.374445 "," Non-Fatal "," Substantial "," Yes "," Personal "
"619",2017-07-16," CA "," 32.816945 "," -117.136666 "," Non-Fatal "," Substantial "," No "," Personal "
"620",2017-07-16," CA "," 32.816945 "," -117.136666 "," Non-Fatal "," Minor "," Yes "," Personal "
"622",2017-07-16," ME "," 43.953889 "," -70.587500 "," Non-Fatal "," Substantial "," No "," Personal "
"623",2017-07-16," NY "," 40.821945 "," -72.866945 "," Non-Fatal "," Substantial "," No "," Personal "
"624",2017-07-16," KS "," 39.482223 "," -95.204444 "," Fatal"," Destroyed "," No "," Personal "
"625",2017-07-15," CA "," 38.414444 "," -122.545277 "," Non-Fatal "," Substantial "," Yes "," Personal "
"626",2017-07-15," IA "," 42.031111 "," -91.531945 "," Non-Fatal "," Substantial "," No "," Personal "
"627",2017-07-15," WI "," 45.387777 "," -86.922778 "," Non-Fatal "," Substantial "," No "," Personal "
"630",2017-07-15," CO "," 38.945833 "," -104.570000 "," Non-Fatal "," Destroyed "," Yes "," Personal "
"631",2017-07-15," AK "," 61.492500 "," -149.622500 "," Non-Fatal "," Substantial "," No "," Personal "
"632",2017-07-15," AK "," 61.606389 "," -150.506667 "," Fatal"," Substantial "," No "," Personal "
"633",2017-07-14," UT "," 41.195555 "," -112.013056 "," Non-Fatal "," Substantial "," No "," Personal "
"634",2017-07-14," WA "," 47.683056 "," -117.322500 "," Non-Fatal "," Substantial "," Yes "," Personal "
"635",2017-07-14," CA "," 34.086111 "," -118.034722 "," Fatal"," Substantial "," Yes "," Personal "
"636",2017-07-14," TX "," 32.816667 "," -97.360000 "," Non-Fatal "," Substantial "," No "," Instructional "
"638",2017-07-14," FL "," 27.073611 "," -82.442777 "," Non-Fatal "," Substantial "," No "," Instructional "
"639",2017-07-13," ID "," 43.503889 "," -114.295555 "," Non-Fatal "," Substantial "," No "," Personal "
"640",2017-07-13," FL "," 29.661944 "," -81.215833 "," Fatal"," Destroyed "," No "," Instructional "
"641",2017-07-13," CA "," 38.257500 "," -122.434166 "," Fatal"," Substantial "," No "," Personal "
"642",2017-07-13," UT "," 40.485555 "," -112.173611 "," Fatal"," Destroyed "," No "," Instructional "
"643",2017-07-13," FL "," 25.710278 "," -80.155833 "," Non-Fatal "," Substantial "," No "," Instructional "
"644",2017-07-13," NH "," 42.739444 "," -72.386111 "," Fatal"," Destroyed "," No "," Personal "
"645",2017-07-13," TX ","  ","  "," Fatal"," Substantial "," No "," Business "
"646",2017-07-12," TX "," 30.498055 "," -98.093611 "," Non-Fatal "," Substantial "," No "," Personal "
"648",2017-07-12," NM "," 34.761111 "," -106.745000 "," Non-Fatal "," Substantial "," Yes "," Personal "
"649",2017-07-12," FL "," 26.023334 "," -80.500833 "," Non-Fatal "," Substantial "," No "," Instructional "
"650",2017-07-11," ID "," 43.581389 "," -116.523056 "," Non-Fatal "," Substantial "," No "," Personal "
"651",2017-07-11," WA "," 48.521945 "," -123.024445 "," Non-Fatal "," Substantial "," No "," Business "
"653",2017-07-11," PA "," 41.343055 "," -75.719445 "," Non-Fatal "," Substantial "," No "," Personal "
"654",2017-07-10," AZ "," 33.929167 "," -112.140555 "," Non-Fatal "," Substantial "," Yes "," Personal "
"655",2017-07-10," PA "," 41.297222 "," -75.852222 "," Non-Fatal "," Substantial "," No "," Instructional "
"656",2017-07-09," OR "," 44.835555 "," -117.798333 "," Non-Fatal "," Substantial "," No "," Personal "
"657",2017-07-09," VA "," 38.721389 "," -77.514167 "," Non-Fatal "," Substantial "," No "," Instructional "
"658",2017-07-09," SD "," 44.458056 "," -101.679167 "," Non-Fatal "," Substantial "," No "," Personal "
